"title","artist","link"
"Standing Female Nude (1959)","Kenneth Dingwall","https://collections.ed.ac.uk/art/record/21329?highlight=*:*"
"Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53633?highlight=*:*"
"Standing Female Nude (1951)",NA,"https://collections.ed.ac.uk/art/record/21068?highlight=*:*"
"Cotton Wool Brain (2019)","Zuzana Ullmannová","https://collections.ed.ac.uk/art/record/113744?highlight=*:*"
"Old Town (1998)","John Brown","https://collections.ed.ac.uk/art/record/21865?highlight=*:*"
"Untitled (1983)","Robert Rivers","https://collections.ed.ac.uk/art/record/99803?highlight=*:*"
"Portrait of Woman (1949)","Leszek Muszynski","https://collections.ed.ac.uk/art/record/22515?highlight=*:*"
"Woman Seated on Sofa (May 1963)","John Bellany","https://collections.ed.ac.uk/art/record/20779?highlight=*:*"
"Still Life with Vase of Fuchsias (1954)","Edith Fraser","https://collections.ed.ac.uk/art/record/22740?highlight=*:*"
"Standing Male Nude (1950)","Cecile E M Johnston","https://collections.ed.ac.uk/art/record/21026?highlight=*:*"
"Unknown (1949)","Thomas Clapperton","https://collections.ed.ac.uk/art/record/50560?highlight=*:*"
"Untitled","Joyce M Cumming","https://collections.ed.ac.uk/art/record/112356?highlight=*:*"
"Unknown","James H Donaldson","https://collections.ed.ac.uk/art/record/53528?highlight=*:*"
"138 (2015)","Mark Osborne","https://collections.ed.ac.uk/art/record/53773?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53720?highlight=*:*"
"Portrait of a Man (1952)","David Michie","https://collections.ed.ac.uk/art/record/21385?highlight=*:*"
"blue (light) purple, turquoise costumes green sea etc. (1967)","Isobel T Johnstone","https://collections.ed.ac.uk/art/record/99254?highlight=*:*"
"Red/Orange Connections","Joanna Wilson","https://collections.ed.ac.uk/art/record/21003?highlight=*:*"
"Harbour at Night","Derek McGuire","https://collections.ed.ac.uk/art/record/21511?highlight=*:*"
"Untitled (1969)","Richard Easson","https://collections.ed.ac.uk/art/record/99832?highlight=*:*"
"Parc de Tuileries - Paris (1963)","John Bellany","https://collections.ed.ac.uk/art/record/21533?highlight=*:*"
"Unknown (1953)","D. Gordon Campbell","https://collections.ed.ac.uk/art/record/53549?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53705?highlight=*:*"
"Unknown (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21548?highlight=*:*"
"Teacup","Emma Gillies","https://collections.ed.ac.uk/art/record/53648?highlight=*:*"
"Pier","Lynda Gilland","https://collections.ed.ac.uk/art/record/21449?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21707?highlight=*:*"
"Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53666?highlight=*:*"
"Skeleton (1957)","Norman E Kirkpatrick","https://collections.ed.ac.uk/art/record/21023?highlight=*:*"
"House and Garden","Colin Campbell","https://collections.ed.ac.uk/art/record/21435?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/99915?highlight=*:*"
"Untitled (Unknown)","Ross Thomson","https://collections.ed.ac.uk/art/record/21725?highlight=*:*"
"Teacup","Emma Gillies","https://collections.ed.ac.uk/art/record/53640?highlight=*:*"
"Abstract Landscape (Circa 1964)","Kirkland Main","https://collections.ed.ac.uk/art/record/21171?highlight=*:*"
"Side Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53612?highlight=*:*"
"Riders from the North Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20709?highlight=*:*"
"Wrap up (Unknown)","George Donald","https://collections.ed.ac.uk/art/record/21825?highlight=*:*"
"Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53704?highlight=*:*"
"Unknown (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21554?highlight=*:*"
"Ayrshire christening robe (1800-1899)","Unknown","https://collections.ed.ac.uk/art/record/102680?highlight=*:*"
"Hand of God","Paul Rooney","https://collections.ed.ac.uk/art/record/21873?highlight=*:*"
"Untitled (2007)","Malin Johanson","https://collections.ed.ac.uk/art/record/99977?highlight=*:*"
"Reclining and Seated Female Nudes (1994)","Christopher Waite","https://collections.ed.ac.uk/art/record/20747?highlight=*:*"
"Unknown (1952)","Rosemary Bagshaw","https://collections.ed.ac.uk/art/record/53514?highlight=*:*"
"Untitled (1995-1996)","Arabella Harvey","https://collections.ed.ac.uk/art/record/21722?highlight=*:*"
"Skeleton (1969)","Richard Hunter","https://collections.ed.ac.uk/art/record/21275?highlight=*:*"
"Untitled (1989)","Jane R. Nicoll","https://collections.ed.ac.uk/art/record/22566?highlight=*:*"
"Portrait of a Woman (1969)","Lynn Bushell","https://collections.ed.ac.uk/art/record/21093?highlight=*:*"
"Unknown (1952)","Alistair Fairweather","https://collections.ed.ac.uk/art/record/50423?highlight=*:*"
"Reflections on métro at 7.13 am (1963)","Ann F Ward","https://collections.ed.ac.uk/art/record/99339?highlight=*:*"
"Dying Adonis (Pre 1837)","Clement Pappi","https://collections.ed.ac.uk/art/record/20596?highlight=*:*"
"Untitled - Nude Bathing Figures (1963)","F. Milner","https://collections.ed.ac.uk/art/record/99365?highlight=*:*"
"Standing Male Nude (1959)","Kenneth Dingwall","https://collections.ed.ac.uk/art/record/21330?highlight=*:*"
"Goddess Nike unfastening her sandal (1984)","Vincent Butler","https://collections.ed.ac.uk/art/record/20624?highlight=*:*"
"Portrait of a Woman (1959)","Jean I. Beattie","https://collections.ed.ac.uk/art/record/20918?highlight=*:*"
"Unknown (1962)","Leslie Johns","https://collections.ed.ac.uk/art/record/50502?highlight=*:*"
"Untitled - Greenhouse (1965-1966)","James B. Thomson","https://collections.ed.ac.uk/art/record/99448?highlight=*:*"
"Untitled (Unknown)","David C Duke","https://collections.ed.ac.uk/art/record/21980?highlight=*:*"
"Standing Female Nude (1954)","Margaret Proudfoot","https://collections.ed.ac.uk/art/record/21253?highlight=*:*"
"Study for completed image (1960)","Vivien Alexander","https://collections.ed.ac.uk/art/record/50625?highlight=*:*"
"Untitled (1987)","Martin McInally","https://collections.ed.ac.uk/art/record/21939?highlight=*:*"
"Untitled (1965)","Peter Pretsell","https://collections.ed.ac.uk/art/record/99791?highlight=*:*"
"Goats Feeding (1974)","Anthony Gross","https://collections.ed.ac.uk/art/record/21748?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21851?highlight=*:*"
"Riders from the West Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20676?highlight=*:*"
"Untitled (1962)","Helen Wishart","https://collections.ed.ac.uk/art/record/21764?highlight=*:*"
"Goat","Emma Gillies","https://collections.ed.ac.uk/art/record/53754?highlight=*:*"
"Untitled (2006)","Zeynep Arman","https://collections.ed.ac.uk/art/record/99876?highlight=*:*"
"Portrait of a Seated Woman (1957)","Sheena McEwan","https://collections.ed.ac.uk/art/record/21008?highlight=*:*"
"Unknown","Derek McGuire","https://collections.ed.ac.uk/art/record/50431?highlight=*:*"
"Charioteers from North Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20678?highlight=*:*"
"Metope South 27 from the Parthenon (1837)",NA,"https://collections.ed.ac.uk/art/record/20643?highlight=*:*"
"Chimney Pots (1966)","James B. Thomson","https://collections.ed.ac.uk/art/record/21913?highlight=*:*"
"Portrait of a Seated Woman (1958)","Ann Forbes","https://collections.ed.ac.uk/art/record/21112?highlight=*:*"
"Female Portrait (verso)","John Whittaker","https://collections.ed.ac.uk/art/record/22739?highlight=*:*"
"Three Men (1963)","Geoffrey J Roper","https://collections.ed.ac.uk/art/record/21360?highlight=*:*"
"Landscape (01 May 1985)","Allison E Sharpe","https://collections.ed.ac.uk/art/record/21466?highlight=*:*"
"Untitled (1969)","John Stewart","https://collections.ed.ac.uk/art/record/22486?highlight=*:*"
"Portrait of a Woman (1956)","James Robertson","https://collections.ed.ac.uk/art/record/21185?highlight=*:*"
"Sweden - boats tied up at quayside (1963)","Ann F Ward","https://collections.ed.ac.uk/art/record/99348?highlight=*:*"
"Side Plate","Emma Gillies","https://collections.ed.ac.uk/art/record/53613?highlight=*:*"
"Seascape (1955)","Myra E. Soni","https://collections.ed.ac.uk/art/record/22736?highlight=*:*"
"Unknown (1949)","John W. Corner","https://collections.ed.ac.uk/art/record/50520?highlight=*:*"
"Untitled (2002)","Michelle Samour","https://collections.ed.ac.uk/art/record/99941?highlight=*:*"
"Portrait of a Woman (Circa 1959)","Ronald G Browne","https://collections.ed.ac.uk/art/record/21318?highlight=*:*"
"Untitled - Two Women (1961)","Gavin Waddell","https://collections.ed.ac.uk/art/record/99455?highlight=*:*"
"Riders from South Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20724?highlight=*:*"
"Metope 1, south entablature, Parthenon (1837)",NA,"https://collections.ed.ac.uk/art/record/20639?highlight=*:*"
"Standing Female Nude (1967)","Sylvia M. R. Cameron","https://collections.ed.ac.uk/art/record/22701?highlight=*:*"
"Sicily Landscape (1958)","Beatrice Patricia Grimshaw","https://collections.ed.ac.uk/art/record/53479?highlight=*:*"
"Ergastines from East Frieze of the Parthenon",NA,"https://collections.ed.ac.uk/art/record/20686?highlight=*:*"
"'Gods' and Chiton Fig East Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20684?highlight=*:*"
"Two male figs from Parthenon Frieze",NA,"https://collections.ed.ac.uk/art/record/20662?highlight=*:*"
"Portrait of a Seated Woman (1962)","Ekwall","https://collections.ed.ac.uk/art/record/21286?highlight=*:*"
"Seated Female Nude (21 Nov 1957)","Sheena McEwan","https://collections.ed.ac.uk/art/record/20900?highlight=*:*"
"Landscape with Horse (1945-1946)","William MacLaren","https://collections.ed.ac.uk/art/record/21065?highlight=*:*"
"Espresso Cup","Emma Gillies","https://collections.ed.ac.uk/art/record/53700?highlight=*:*"
"Still Life Apples (1953)","D. Gordon Campbell","https://collections.ed.ac.uk/art/record/22674?highlight=*:*"
"Camp II (1982)","Reinhard Behrens","https://collections.ed.ac.uk/art/record/99465?highlight=*:*"
"Portrait of the sad bed (2002)","Jan Vaibaraite","https://collections.ed.ac.uk/art/record/99989?highlight=*:*"
"Untitled - Portrait of Girl in Glasses (1965)","Laura McPherson","https://collections.ed.ac.uk/art/record/99389?highlight=*:*"
"Untitled","Roy M. W. Cameron","https://collections.ed.ac.uk/art/record/112350?highlight=*:*"
"Cryptogam (1991)","Unknown","https://collections.ed.ac.uk/art/record/21794?highlight=*:*"
"Portrait of a Man","Firth","https://collections.ed.ac.uk/art/record/21327?highlight=*:*"
"100 Billion Suns (2012)","Katie Paterson","https://collections.ed.ac.uk/art/record/21002?highlight=*:*"
"Untitled (1962)","John Fraser","https://collections.ed.ac.uk/art/record/99819?highlight=*:*"
"Unknown","Francis Convery","https://collections.ed.ac.uk/art/record/111440?highlight=*:*"
"Still Life with Peonies","Anne Redpath","https://collections.ed.ac.uk/art/record/20746?highlight=*:*"
"Untitled - Woman with Bun (1963)","Iona Murray","https://collections.ed.ac.uk/art/record/99401?highlight=*:*"
"Seated Female Nude (1954)","Edith Fraser","https://collections.ed.ac.uk/art/record/21249?highlight=*:*"
"Car Interior","Elise Brown","https://collections.ed.ac.uk/art/record/21495?highlight=*:*"
"Untitled - Sitting Figure (1992)","Victoria A. James","https://collections.ed.ac.uk/art/record/99462?highlight=*:*"
"Unknown","Unknown","https://collections.ed.ac.uk/art/record/53509?highlight=*:*"
"Unknown (1960)","Hugh Deans","https://collections.ed.ac.uk/art/record/53576?highlight=*:*"
"Birds & Peonies (2002)","Asuka Ohsawa","https://collections.ed.ac.uk/art/record/99940?highlight=*:*"
"Untitled (1963)","W. Douglas","https://collections.ed.ac.uk/art/record/21768?highlight=*:*"
"Portrait of a Woman (1953)","L Braque","https://collections.ed.ac.uk/art/record/21199?highlight=*:*"
"Unknown (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21683?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/99858?highlight=*:*"
"Standing Male Nude (1960s)","Alan Dempster","https://collections.ed.ac.uk/art/record/21277?highlight=*:*"
"Face on Water","Paul Furneaux","https://collections.ed.ac.uk/art/record/21747?highlight=*:*"
"Unknown (1901)","George Bain","https://collections.ed.ac.uk/art/record/50458?highlight=*:*"
"Riders from the West Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20670?highlight=*:*"
"Altarpiece of the Coronation of the Virgin","Unknown","https://collections.ed.ac.uk/art/record/20563?highlight=*:*"
"Untitled (1962)","F. Milner","https://collections.ed.ac.uk/art/record/21761?highlight=*:*"
"Portrait of a Woman (1956)","John Sprakes DA (Edinburgh) PG (Edinburgh) ROI RBA MAFA","https://collections.ed.ac.uk/art/record/21191?highlight=*:*"
"Untitled (2014)","Rachel Hill","https://collections.ed.ac.uk/art/record/47449?highlight=*:*"
"Car Crash","Tim Stott","https://collections.ed.ac.uk/art/record/93373?highlight=*:*"
"Untitled (1960)","Robert L Snowden","https://collections.ed.ac.uk/art/record/21539?highlight=*:*"
"Espresso Saucer","Emma Gillies","https://collections.ed.ac.uk/art/record/53678?highlight=*:*"
"Untitled (1986)","Hilary A. Fisher","https://collections.ed.ac.uk/art/record/21553?highlight=*:*"
"Unknown","Claire Alexander","https://collections.ed.ac.uk/art/record/50391?highlight=*:*"
"Untitled (1991)","Joanna [Coffin?]","https://collections.ed.ac.uk/art/record/21871?highlight=*:*"
"Jug","Emma Gillies","https://collections.ed.ac.uk/art/record/53741?highlight=*:*"
"Reclining Nude (1952)","James P W Syme","https://collections.ed.ac.uk/art/record/20840?highlight=*:*"
"Standing Male Nude (Circa 1952)","John Houston","https://collections.ed.ac.uk/art/record/21350?highlight=*:*"
"Seated Female Nude (1964)","Kirkland Main","https://collections.ed.ac.uk/art/record/21167?highlight=*:*"
"Woman with Pink Hair","H Rogers","https://collections.ed.ac.uk/art/record/21476?highlight=*:*"
"Study for completed image (1960)","Vivien Alexander","https://collections.ed.ac.uk/art/record/50624?highlight=*:*"
"Lovers and birds (1963)","Norman Thom","https://collections.ed.ac.uk/art/record/99418?highlight=*:*"
"Unknown (1947)","Margaret C. Ogilvy","https://collections.ed.ac.uk/art/record/50494?highlight=*:*"
"Landscape (1952)","James P W Syme","https://collections.ed.ac.uk/art/record/20839?highlight=*:*"
"Music is art that colour your life with feelings (1999)","Rumi Augusta Nogua","https://collections.ed.ac.uk/art/record/102742?highlight=*:*"
"Horses and men (facing left)",NA,"https://collections.ed.ac.uk/art/record/20659?highlight=*:*"
"Vase","Emma Gillies","https://collections.ed.ac.uk/art/record/53737?highlight=*:*"
"Untitled (1967)","Kirkland Main","https://collections.ed.ac.uk/art/record/21872?highlight=*:*"
"1.(a) Meccarama Serif (Unknown)","Anthony Benjamin","https://collections.ed.ac.uk/art/record/21668?highlight=*:*"
"Untitled (Unknown)","Unknown","https://collections.ed.ac.uk/art/record/21711?highlight=*:*"
"Untitled (1969)","Richard Easson","https://collections.ed.ac.uk/art/record/99831?highlight=*:*"
"St James the Greater","Unknown","https://collections.ed.ac.uk/art/record/20548?highlight=*:*"
"Nude and Kettle (1976)","Fionna E. Carlisle","https://collections.ed.ac.uk/art/record/22558?highlight=*:*"
"Untitled - Nude Female Sitting (1962)","Geoffrey J Roper","https://collections.ed.ac.uk/art/record/99367?highlight=*:*"
"Riders from South Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20729?highlight=*:*"
"Fish and Circles (Circa 1982)","Wilhelmina Barns-Graham CBE HRSA HRSW","https://collections.ed.ac.uk/art/record/54747?highlight=*:*"
"Lucca (1949)","J. C. Grant Duncan","https://collections.ed.ac.uk/art/record/21367?highlight=*:*"
"Chariot from North Frieze of the Parthenon (1836-1837)",NA,"https://collections.ed.ac.uk/art/record/20715?highlight=*:*"
"Reclining Female Nude (1958)","Dorothy Durward","https://collections.ed.ac.uk/art/record/21142?highlight=*:*"
"Small Classical Head, possibly Apollo",NA,"https://collections.ed.ac.uk/art/record/20605?highlight=*:*"
"Posts in the Landscape (01 May 1985)","Allison E Sharpe","https://collections.ed.ac.uk/art/record/21469?highlight=*:*"
"Untitled (1960)","Elizabeth M. Hansen","https://collections.ed.ac.uk/art/record/99839?highlight=*:*"
"View of Garden with Washing Lines (1987)","Margaret L. Smyth","https://collections.ed.ac.uk/art/record/22559?highlight=*:*"
"Portrait of a Woman","Alice Henderson","https://collections.ed.ac.uk/art/record/21528?highlight=*:*"
"Seated Male Nude (1954)","Robert Fraser","https://collections.ed.ac.uk/art/record/21243?highlight=*:*"
"Four Prints (2007)","Paul Laidler","https://collections.ed.ac.uk/art/record/99965?highlight=*:*"
"Extra Light Shoe (2016)","Eden Hawkins","https://collections.ed.ac.uk/art/record/99264?highlight=*:*"
